Pivot Field Names (group),Pivot Field Names,Player,Team1,5v5 TOI,Pivot Field Values
General Offense,Chance Contributions/60,Brady Skjei,NSH,384.5833333,0.071954588
General Offense,Total Shot Contributions/60,Brady Skjei,NSH,384.5833333,-0.07130318
General Offense,Primary Contributions/60,Brady Skjei,NSH,384.5833333,-0.184856391
General Offense,Shot Assists/60,Brady Skjei,NSH,384.5833333,-0.157541969
General Offense,Shots/60,Brady Skjei,NSH,384.5833333,-0.137874532
General Offense,Rebounds Created/60,Alexandre Carrier,NSH,117.8166667,-0.933925614
General Offense,Chance Assists/60,Alexandre Carrier,NSH,117.8166667,0.09867999
General Offense,Chances/60,Alexandre Carrier,NSH,117.8166667,0.370005022
General Offense,Chance Contributions/60,Alexandre Carrier,NSH,117.8166667,0.291339627
General Offense,Total Shot Contributions/60,Alexandre Carrier,NSH,117.8166667,-0.201927859
General Offense,Primary Contributions/60,Alexandre Carrier,NSH,117.8166667,0.075911008
General Offense,Shot Assists/60,Alexandre Carrier,NSH,117.8166667,0.196509244
General Offense,Shots/60,Alexandre Carrier,NSH,117.8166667,-0.066103728
General Offense,Rebounds Created/60,Tomas Tatar,N.J,163,2.693307838
General Offense,Chance Assists/60,Tomas Tatar,N.J,163,-0.693870566
General Offense,Chances/60,Tomas Tatar,N.J,163,-1.102396464
General Offense,Chance Contributions/60,Tomas Tatar,N.J,163,-1.094754623
General Offense,Total Shot Contributions/60,Tomas Tatar,N.J,163,-0.319383843
General Offense,Primary Contributions/60,Tomas Tatar,N.J,163,-0.551072578
General Offense,Shot Assists/60,Tomas Tatar,N.J,163,0.419757407
General Offense,Shots/60,Tomas Tatar,N.J,163,-1.239064157
General Offense,Rebounds Created/60,Timo Meier,N.J,281.35,1.225133784
General Offense,Chance Assists/60,Timo Meier,N.J,281.35,-0.786849852
General Offense,Chances/60,Timo Meier,N.J,281.35,2.830867202
General Offense,Chance Contributions/60,Timo Meier,N.J,281.35,1.35473562
General Offense,Total Shot Contributions/60,Timo Meier,N.J,281.35,1.640506462
General Offense,Primary Contributions/60,Timo Meier,N.J,281.35,1.791375087
General Offense,Shot Assists/60,Timo Meier,N.J,281.35,-0.70697898
General Offense,Shots/60,Timo Meier,N.J,281.35,3.415663773
General Offense,Rebounds Created/60,Stefan Noesen,N.J,196.7666667,0.359578182
General Offense,Chance Assists/60,Stefan Noesen,N.J,196.7666667,0.774918383
General Offense,Chances/60,Stefan Noesen,N.J,196.7666667,0.504856721
General Offense,Chance Contributions/60,Stefan Noesen,N.J,196.7666667,0.760576234
General Offense,Total Shot Contributions/60,Stefan Noesen,N.J,196.7666667,0.155313091
General Offense,Primary Contributions/60,Stefan Noesen,N.J,196.7666667,0.317706891
General Offense,Shot Assists/60,Stefan Noesen,N.J,196.7666667,0.658670141
General Offense,Shots/60,Stefan Noesen,N.J,196.7666667,-0.124187501
General Offense,Rebounds Created/60,Paul Cotter,N.J,231.4,0.186483706
General Offense,Chance Assists/60,Paul Cotter,N.J,231.4,-0.711474427
General Offense,Chances/60,Paul Cotter,N.J,231.4,0.506102373
General Offense,Chance Contributions/60,Paul Cotter,N.J,231.4,-0.081462737
General Offense,Total Shot Contributions/60,Paul Cotter,N.J,231.4,-0.628692699
General Offense,Primary Contributions/60,Paul Cotter,N.J,231.4,-0.27630956
General Offense,Shot Assists/60,Paul Cotter,N.J,231.4,-1.373734138
General Offense,Shots/60,Paul Cotter,N.J,231.4,0.853646007
General Offense,Rebounds Created/60,Ondrej Palat,N.J,224.9,1.226752162
General Offense,Chance Assists/60,Ondrej Palat,N.J,224.9,-0.121624258
General Offense,Chances/60,Ondrej Palat,N.J,224.9,0.927440041
General Offense,Chance Contributions/60,Ondrej Palat,N.J,224.9,0.521041944
General Offense,Total Shot Contributions/60,Ondrej Palat,N.J,224.9,0.379003848
General Offense,Primary Contributions/60,Ondrej Palat,N.J,224.9,0.297833502
General Offense,Shot Assists/60,Ondrej Palat,N.J,224.9,0.240197187
General Offense,Shots/60,Ondrej Palat,N.J,224.9,0.234826365
General Offense,Rebounds Created/60,Nico Hischier,N.J,259.1,-0.35779605
General Offense,Chance Assists/60,Nico Hischier,N.J,259.1,0.916145937
General Offense,Chances/60,Nico Hischier,N.J,259.1,1.7346801
General Offense,Chance Contributions/60,Nico Hischier,N.J,259.1,1.623029703
General Offense,Total Shot Contributions/60,Nico Hischier,N.J,259.1,0.829508368
General Offense,Primary Contributions/60,Nico Hischier,N.J,259.1,0.544872815
General Offense,Shot Assists/60,Nico Hischier,N.J,259.1,0.440138981
General Offense,Shots/60,Nico Hischier,N.J,259.1,0.428943876
General Offense,Rebounds Created/60,Nathan Bastian,N.J,139.4666667,0.018897489
General Offense,Chance Assists/60,Nathan Bastian,N.J,139.4666667,-1.074182223
General Offense,Chances/60,Nathan Bastian,N.J,139.4666667,-1.09957614
General Offense,Chance Contributions/60,Nathan Bastian,N.J,139.4666667,-1.308609081
General Offense,Total Shot Contributions/60,Nathan Bastian,N.J,139.4666667,-1.497224993
General Offense,Primary Contributions/60,Nathan Bastian,N.J,139.4666667,-1.784671756
General Offense,Shot Assists/60,Nathan Bastian,N.J,139.4666667,-1.234411071
General Offense,Shots/60,Nathan Bastian,N.J,139.4666667,-1.597880798
General Offense,Rebounds Created/60,Mike Hardman,N.J,8.233333333,13.02274423
General Offense,Chance Assists/60,Mike Hardman,N.J,8.233333333,-1.966849742
General Offense,Chances/60,Mike Hardman,N.J,8.233333333,-2.690889585
General Offense,Chance Contributions/60,Mike Hardman,N.J,8.233333333,-2.827120653
General Offense,Total Shot Contributions/60,Mike Hardman,N.J,8.233333333,-2.2003436
General Offense,Primary Contributions/60,Mike Hardman,N.J,8.233333333,-1.791339405
General Offense,Shot Assists/60,Mike Hardman,N.J,8.233333333,0.388316194
General Offense,Shots/60,Mike Hardman,N.J,8.233333333,-3.1189288
General Offense,Rebounds Created/60,Luke Hughes,N.J,287.3166667,-0.933925614
General Offense,Chance Assists/60,Luke Hughes,N.J,287.3166667,1.352965798
General Offense,Chances/60,Luke Hughes,N.J,287.3166667,1.101760587
General Offense,Chance Contributions/60,Luke Hughes,N.J,287.3166667,1.468077799
General Offense,Total Shot Contributions/60,Luke Hughes,N.J,287.3166667,0.797090133
General Offense,Primary Contributions/60,Luke Hughes,N.J,287.3166667,0.86403003
General Offense,Shot Assists/60,Luke Hughes,N.J,287.3166667,1.082240368
General Offense,Shots/60,Luke Hughes,N.J,287.3166667,0.322414622
General Offense,Rebounds Created/60,Justin Dowling,N.J,104.2833333,0.294146305
General Offense,Chance Assists/60,Justin Dowling,N.J,104.2833333,-1.170958015
General Offense,Chances/60,Justin Dowling,N.J,104.2833333,-0.917394446
General Offense,Chance Contributions/60,Justin Dowling,N.J,104.2833333,-1.247586019
General Offense,Total Shot Contributions/60,Justin Dowling,N.J,104.2833333,-0.528185077
General Offense,Primary Contributions/60,Justin Dowling,N.J,104.2833333,-0.273929971
General Offense,Shot Assists/60,Justin Dowling,N.J,104.2833333,-0.501684685
General Offense,Shots/60,Justin Dowling,N.J,104.2833333,0.045417186
General Offense,Rebounds Created/60,Jonas Siegenthaler,N.J,236.9666667,-0.933925614
General Offense,Chance Assists/60,Jonas Siegenthaler,N.J,236.9666667,-0.082392144
General Offense,Chances/60,Jonas Siegenthaler,N.J,236.9666667,0.208610934
General Offense,Chance Contributions/60,Jonas Siegenthaler,N.J,236.9666667,0.085992451
General Offense,Total Shot Contributions/60,Jonas Siegenthaler,N.J,236.9666667,-0.8330875
General Offense,Primary Contributions/60,Jonas Siegenthaler,N.J,236.9666667,-0.844115128
General Offense,Shot Assists/60,Jonas Siegenthaler,N.J,236.9666667,-0.241725381
General Offense,Shots/60,Jonas Siegenthaler,N.J,236.9666667,-1.074292334
General Offense,Rebounds Created/60,Johnathan Kovacevic,N.J,316.3166667,-0.37836053
General Offense,Chance Assists/60,Johnathan Kovacevic,N.J,316.3166667,0.485119288
General Offense,Chances/60,Johnathan Kovacevic,N.J,316.3166667,-0.454924406
General Offense,Chance Contributions/60,Johnathan Kovacevic,N.J,316.3166667,-0.014330004
General Offense,Total Shot Contributions/60,Johnathan Kovacevic,N.J,316.3166667,-0.309819864
General Offense,Primary Contributions/60,Johnathan Kovacevic,N.J,316.3166667,-0.13618088
General Offense,Shot Assists/60,Johnathan Kovacevic,N.J,316.3166667,0.02335766
General Offense,Shots/60,Johnathan Kovacevic,N.J,316.3166667,-0.231368936
General Offense,Rebounds Created/60,Jesper Bratt,N.J,250.7833333,1.017887065
General Offense,Chance Assists/60,Jesper Bratt,N.J,250.7833333,2.170099929
General Offense,Chances/60,Jesper Bratt,N.J,250.7833333,0.111508536
General Offense,Chance Contributions/60,Jesper Bratt,N.J,250.7833333,1.301452874
General Offense,Total Shot Contributions/60,Jesper Bratt,N.J,250.7833333,1.270043501
General Offense,Primary Contributions/60,Jesper Bratt,N.J,250.7833333,1.355674952
General Offense,Shot Assists/60,Jesper Bratt,N.J,250.7833333,2.159064301
General Offense,Shots/60,Jesper Bratt,N.J,250.7833333,0.076661381
General Offense,Rebounds Created/60,Jack Hughes,N.J,245.75,-0.333940242
General Offense,Chance Assists/60,Jack Hughes,N.J,245.75,2.085963715
General Offense,Chances/60,Jack Hughes,N.J,245.75,3.480248055
General Offense,Chance Contributions/60,Jack Hughes,N.J,245.75,3.396825802
General Offense,Total Shot Contributions/60,Jack Hughes,N.J,245.75,2.806971122
General Offense,Primary Contributions/60,Jack Hughes,N.J,245.75,2.891344835
General Offense,Shot Assists/60,Jack Hughes,N.J,245.75,1.331134205
General Offense,Shots/60,Jack Hughes,N.J,245.75,3.211326721
General Offense,Rebounds Created/60,Erik Haula,N.J,181.7333333,-0.170845958
General Offense,Chance Assists/60,Erik Haula,N.J,181.7333333,-0.140035899
General Offense,Chances/60,Erik Haula,N.J,181.7333333,-0.04492722
General Offense,Chance Contributions/60,Erik Haula,N.J,181.7333333,-0.107985967
General Offense,Total Shot Contributions/60,Erik Haula,N.J,181.7333333,-0.130060818
General Offense,Primary Contributions/60,Erik Haula,N.J,181.7333333,0.22472695
General Offense,Shot Assists/60,Erik Haula,N.J,181.7333333,-0.039762949
General Offense,Shots/60,Erik Haula,N.J,181.7333333,0.382941068
General Offense,Rebounds Created/60,Dougie Hamilton,N.J,250.6166667,-0.23271728
General Offense,Chance Assists/60,Dougie Hamilton,N.J,250.6166667,0.532268123
General Offense,Chances/60,Dougie Hamilton,N.J,250.6166667,0.756472889
General Offense,Chance Contributions/60,Dougie Hamilton,N.J,250.6166667,0.783055809
General Offense,Total Shot Contributions/60,Dougie Hamilton,N.J,250.6166667,1.385066973
General Offense,Primary Contributions/60,Dougie Hamilton,N.J,250.6166667,1.44022564
General Offense,Shot Assists/60,Dougie Hamilton,N.J,250.6166667,0.687000363
General Offense,Shots/60,Dougie Hamilton,N.J,250.6166667,1.577324459
General Offense,Rebounds Created/60,Dennis Cholowski,N.J,25.26666667,-0.933925614
General Offense,Chance Assists/60,Dennis Cholowski,N.J,25.26666667,0.684421244
General Offense,Chances/60,Dennis Cholowski,N.J,25.26666667,-0.571861642
General Offense,Chance Contributions/60,Dennis Cholowski,N.J,25.26666667,0.024288858
General Offense,Total Shot Contributions/60,Dennis Cholowski,N.J,25.26666667,0.965226313
General Offense,Primary Contributions/60,Dennis Cholowski,N.J,25.26666667,0.982784102
General Offense,Shot Assists/60,Dennis Cholowski,N.J,25.26666667,1.268527069
General Offense,Shots/60,Dennis Cholowski,N.J,25.26666667,0.331776369
General Offense,Rebounds Created/60,Dawson Mercer,N.J,259.75,-0.796939479
General Offense,Chance Assists/60,Dawson Mercer,N.J,259.75,0.110103385
General Offense,Chances/60,Dawson Mercer,N.J,259.75,-0.839649699
General Offense,Chance Contributions/60,Dawson Mercer,N.J,259.75,-0.471725325
General Offense,Total Shot Contributions/60,Dawson Mercer,N.J,259.75,-0.820990852
General Offense,Primary Contributions/60,Dawson Mercer,N.J,259.75,-0.821507111
General Offense,Shot Assists/60,Dawson Mercer,N.J,259.75,-0.54235701
General Offense,Shots/60,Dawson Mercer,N.J,259.75,-0.759599162
General Offense,Rebounds Created/60,Curtis Lazar,N.J,102.8,0.309889923
General Offense,Chance Assists/60,Curtis Lazar,N.J,102.8,-0.755785896
General Offense,Chances/60,Curtis Lazar,N.J,102.8,-0.172169948
General Offense,Chance Contributions/60,Curtis Lazar,N.J,102.8,-0.538083178
General Offense,Total Shot Contributions/60,Curtis Lazar,N.J,102.8,-1.666136685
General Offense,Primary Contributions/60,Curtis Lazar,N.J,102.8,-1.416840615
General Offense,Shot Assists/60,Curtis Lazar,N.J,102.8,-1.455258261
General Offense,Shots/60,Curtis Lazar,N.J,102.8,-0.826067855
General Offense,Rebounds Created/60,Brett Pesce,N.J,291.7166667,-0.331510615
General Offense,Chance Assists/60,Brett Pesce,N.J,291.7166667,1.033592211
General Offense,Chances/60,Brett Pesce,N.J,291.7166667,0.315726926
General Offense,Chance Contributions/60,Brett Pesce,N.J,291.7166667,0.786934292
General Offense,Total Shot Contributions/60,Brett Pesce,N.J,291.7166667,-0.134226713
General Offense,Primary Contributions/60,Brett Pesce,N.J,291.7166667,-0.133868705
General Offense,Shot Assists/60,Brett Pesce,N.J,291.7166667,0.345417786
General Offense,Shots/60,Brett Pesce,N.J,291.7166667,-0.527652842
General Offense,Rebounds Created/60,Brenden Dillon,N.J,284.6833333,0.300670689
General Offense,Chance Assists/60,Brenden Dillon,N.J,284.6833333,-0.083386656
General Offense,Chances/60,Brenden Dillon,N.J,284.6833333,-0.441930619
General Offense,Chance Contributions/60,Brenden Dillon,N.J,284.6833333,-0.328424515
General Offense,Total Shot Contributions/60,Brenden Dillon,N.J,284.6833333,0.104704635
General Offense,Primary Contributions/60,Brenden Dillon,N.J,284.6833333,-0.232984865
General Offense,Shot Assists/60,Brenden Dillon,N.J,284.6833333,-0.047776606
General Offense,Shots/60,Brenden Dillon,N.J,284.6833333,-0.31415174
General Offense,Rebounds Created/60,Patrik Laine,MTL,105.1333333,-0.796939479
General Offense,Chance Assists/60,Patrik Laine,MTL,105.1333333,-0.387935812
General Offense,Chances/60,Patrik Laine,MTL,105.1333333,-0.931733103
General Offense,Chance Contributions/60,Patrik Laine,MTL,105.1333333,-0.812709614
General Offense,Total Shot Contributions/60,Patrik Laine,MTL,105.1333333,-0.437937004
General Offense,Primary Contributions/60,Patrik Laine,MTL,105.1333333,-0.00993622
General Offense,Shot Assists/60,Patrik Laine,MTL,105.1333333,0.203078207
General Offense,Shots/60,Patrik Laine,MTL,105.1333333,-0.204363771
General Offense,Rebounds Created/60,Nick Suzuki,MTL,302.9333333,-0.421338481
General Offense,Chance Assists/60,Nick Suzuki,MTL,302.9333333,0.498987121
General Offense,Chances/60,Nick Suzuki,MTL,302.9333333,0.361695991
General Offense,Chance Contributions/60,Nick Suzuki,MTL,302.9333333,0.513040413
General Offense,Total Shot Contributions/60,Nick Suzuki,MTL,302.9333333,1.623007141
General Offense,Primary Contributions/60,Nick Suzuki,MTL,302.9333333,0.797032796
General Offense,Shot Assists/60,Nick Suzuki,MTL,302.9333333,1.408449996
General Offense,Shots/60,Nick Suzuki,MTL,302.9333333,-0.084420183
General Offense,Rebounds Created/60,Mike Matheson,MTL,361.6166667,-0.933925614
General Offense,Chance Assists/60,Mike Matheson,MTL,361.6166667,0.878135483
General Offense,Chances/60,Mike Matheson,MTL,361.6166667,-0.06041955
General Offense,Chance Contributions/60,Mike Matheson,MTL,361.6166667,0.459493481
General Offense,Total Shot Contributions/60,Mike Matheson,MTL,361.6166667,-0.161633167
General Offense,Primary Contributions/60,Mike Matheson,MTL,361.6166667,0.056616523
General Offense,Shot Assists/60,Mike Matheson,MTL,361.6166667,-0.057199646
General Offense,Shots/60,Mike Matheson,MTL,361.6166667,0.140403316
General Offense,Rebounds Created/60,Lane Hutson,MTL,379.3833333,0.455707087
General Offense,Chance Assists/60,Lane Hutson,MTL,379.3833333,1.557847502
General Offense,Chances/60,Lane Hutson,MTL,379.3833333,-0.084370579
General Offense,Chance Contributions/60,Lane Hutson,MTL,379.3833333,0.829674693
General Offense,Total Shot Contributions/60,Lane Hutson,MTL,379.3833333,1.025466629
General Offense,Primary Contributions/60,Lane Hutson,MTL,379.3833333,0.858024575
General Offense,Shot Assists/60,Lane Hutson,MTL,379.3833333,1.799347566
General Offense,Shots/60,Lane Hutson,MTL,379.3833333,-0.354467589
General Offense,Rebounds Created/60,Kirby Dach,MTL,137.6666667,-0.796939479
General Offense,Chance Assists/60,Kirby Dach,MTL,137.6666667,-1.062510541
General Offense,Chances/60,Kirby Dach,MTL,137.6666667,1.070723664
General Offense,Chance Contributions/60,Kirby Dach,MTL,137.6666667,0.078682174
General Offense,Total Shot Contributions/60,Kirby Dach,MTL,137.6666667,-0.231557799
General Offense,Primary Contributions/60,Kirby Dach,MTL,137.6666667,-0.870430974
General Offense,Shot Assists/60,Kirby Dach,MTL,137.6666667,-1.215423163
General Offense,Shots/60,Kirby Dach,MTL,137.6666667,-0.208272295
General Offense,Rebounds Created/60,Kaiden Guhle,MTL,161.1333333,0.15668979
General Offense,Chance Assists/60,Kaiden Guhle,MTL,161.1333333,-0.185388498
General Offense,Chances/60,Kaiden Guhle,MTL,161.1333333,-0.11274873
General Offense,Chance Contributions/60,Kaiden Guhle,MTL,161.1333333,-0.17684812
General Offense,Total Shot Contributions/60,Kaiden Guhle,MTL,161.1333333,-0.168648207
General Offense,Primary Contributions/60,Kaiden Guhle,MTL,161.1333333,-0.752840831
General Offense,Shot Assists/60,Kaiden Guhle,MTL,161.1333333,-0.323390082
General Offense,Shots/60,Kaiden Guhle,MTL,161.1333333,-0.857763122
General Offense,Rebounds Created/60,Juraj Slafkovský,MTL,268.15,0.476027843
General Offense,Chance Assists/60,Juraj Slafkovský,MTL,268.15,1.283128045
General Offense,Chances/60,Juraj Slafkovský,MTL,268.15,0.481780674
General Offense,Chance Contributions/60,Juraj Slafkovský,MTL,268.15,1.034066858
General Offense,Total Shot Contributions/60,Juraj Slafkovský,MTL,268.15,0.858854678
General Offense,Primary Contributions/60,Juraj Slafkovský,MTL,268.15,0.117734382
General Offense,Shot Assists/60,Juraj Slafkovský,MTL,268.15,0.429025031
General Offense,Shots/60,Juraj Slafkovský,MTL,268.15,-0.218201046
General Offense,Rebounds Created/60,Josh Anderson,MTL,254.95,-0.796939479
General Offense,Chance Assists/60,Josh Anderson,MTL,254.95,-0.827434767
General Offense,Chances/60,Josh Anderson,MTL,254.95,0.646045225
General Offense,Chance Contributions/60,Josh Anderson,MTL,254.95,-0.058188872
General Offense,Total Shot Contributions/60,Josh Anderson,MTL,254.95,-0.910352741
General Offense,Primary Contributions/60,Josh Anderson,MTL,254.95,-1.008477164
General Offense,Shot Assists/60,Josh Anderson,MTL,254.95,-1.693612494
General Offense,Shots/60,Josh Anderson,MTL,254.95,0.024435615
General Offense,Rebounds Created/60,Joel Armia,MTL,204.4333333,-0.796939479
General Offense,Chance Assists/60,Joel Armia,MTL,204.4333333,-0.748874558
General Offense,Chances/60,Joel Armia,MTL,204.4333333,-0.519666545
General Offense,Chance Contributions/60,Joel Armia,MTL,204.4333333,-0.755230088
General Offense,Total Shot Contributions/60,Joel Armia,MTL,204.4333333,-0.702532965
General Offense,Primary Contributions/60,Joel Armia,MTL,204.4333333,-0.879771135
General Offense,Shot Assists/60,Joel Armia,MTL,204.4333333,-0.952869653
General Offense,Shots/60,Joel Armia,MTL,204.4333333,-0.467090995
General Offense,Rebounds Created/60,Jayden Struble,MTL,228.2,-0.163835801
General Offense,Chance Assists/60,Jayden Struble,MTL,228.2,0.133100825
General Offense,Chances/60,Jayden Struble,MTL,228.2,-0.085588238
General Offense,Chance Contributions/60,Jayden Struble,MTL,228.2,0.021023939
General Offense,Total Shot Contributions/60,Jayden Struble,MTL,228.2,0.098762224
General Offense,Primary Contributions/60,Jayden Struble,MTL,228.2,0.030613355
General Offense,Shot Assists/60,Jayden Struble,MTL,228.2,0.037620785
General Offense,Shots/60,Jayden Struble,MTL,228.2,0.012097454
General Offense,Rebounds Created/60,Jake Evans,MTL,242.2,-0.32715392
General Offense,Chance Assists/60,Jake Evans,MTL,242.2,0.77462812
General Offense,Chances/60,Jake Evans,MTL,242.2,-0.70550742
General Offense,Chance Contributions/60,Jake Evans,MTL,242.2,-0.009582039
General Offense,Total Shot Contributions/60,Jake Evans,MTL,242.2,-0.664204321
General Offense,Primary Contributions/60,Jake Evans,MTL,242.2,-0.869359399
General Offense,Shot Assists/60,Jake Evans,MTL,242.2,-0.386981007
General Offense,Shots/60,Jake Evans,MTL,242.2,-0.977915458
General Offense,Rebounds Created/60,Emil Heineman,MTL,196.4,-0.796939479
General Offense,Chance Assists/60,Emil Heineman,MTL,196.4,-1.544251767
General Offense,Chances/60,Emil Heineman,MTL,196.4,-0.242521151
General Offense,Chance Contributions/60,Emil Heineman,MTL,196.4,-1.029923205
General Offense,Total Shot Contributions/60,Emil Heineman,MTL,196.4,-0.952481367
General Offense,Primary Contributions/60,Emil Heineman,MTL,196.4,-0.532513708
General Offense,Shot Assists/60,Emil Heineman,MTL,196.4,-1.397576691
General Offense,Shots/60,Emil Heineman,MTL,196.4,0.481469955
General Offense,Rebounds Created/60,David Savard,MTL,268.5833333,1.683280646
General Offense,Chance Assists/60,David Savard,MTL,268.5833333,-0.030957251
General Offense,Chances/60,David Savard,MTL,268.5833333,-0.296422385
General Offense,Chance Contributions/60,David Savard,MTL,268.5833333,-0.206127864
General Offense,Total Shot Contributions/60,David Savard,MTL,268.5833333,-0.259518343
General Offense,Primary Contributions/60,David Savard,MTL,268.5833333,-0.315941825
General Offense,Shot Assists/60,David Savard,MTL,268.5833333,0.336294828
General Offense,Shots/60,David Savard,MTL,268.5833333,-0.799423524
General Offense,Rebounds Created/60,Cole Caufield,MTL,289.8166667,0.773461062
General Offense,Chance Assists/60,Cole Caufield,MTL,289.8166667,0.896969072
General Offense,Chances/60,Cole Caufield,MTL,289.8166667,1.520888548
General Offense,Chance Contributions/60,Cole Caufield,MTL,289.8166667,1.476148695
General Offense,Total Shot Contributions/60,Cole Caufield,MTL,289.8166667,1.065374444
General Offense,Primary Contributions/60,Cole Caufield,MTL,289.8166667,1.209693587
General Offense,Shot Assists/60,Cole Caufield,MTL,289.8166667,0.982298539
General Offense,Shots/60,Cole Caufield,MTL,289.8166667,0.947540322
General Offense,Rebounds Created/60,Christian Dvorak,MTL,242.4,1.080652312
General Offense,Chance Assists/60,Christian Dvorak,MTL,242.4,0.429964185
General Offense,Chances/60,Christian Dvorak,MTL,242.4,-0.096762736
General Offense,Chance Contributions/60,Christian Dvorak,MTL,242.4,0.182245942
General Offense,Total Shot Contributions/60,Christian Dvorak,MTL,242.4,-0.516129586
General Offense,Primary Contributions/60,Christian Dvorak,MTL,242.4,-0.30311756
General Offense,Shot Assists/60,Christian Dvorak,MTL,242.4,0.028895403
General Offense,Shots/60,Christian Dvorak,MTL,242.4,-0.49348951
General Offense,Rebounds Created/60,Brendan Gallagher,MTL,264.25,-0.366354569
General Offense,Chance Assists/60,Brendan Gallagher,MTL,264.25,-0.396400504
General Offense,Chances/60,Brendan Gallagher,MTL,264.25,1.508451601
General Offense,Chance Contributions/60,Brendan Gallagher,MTL,264.25,0.734855544
General Offense,Total Shot Contributions/60,Brendan Gallagher,MTL,264.25,0.143177903
General Offense,Primary Contributions/60,Brendan Gallagher,MTL,264.25,0.057463909
General Offense,Shot Assists/60,Brendan Gallagher,MTL,264.25,-0.962102026
General Offense,Shots/60,Brendan Gallagher,MTL,264.25,0.984185992
General Offense,Rebounds Created/60,Arber Xhekaj,MTL,252,-0.236566505
General Offense,Chance Assists/60,Arber Xhekaj,MTL,252,-0.134628923
General Offense,Chances/60,Arber Xhekaj,MTL,252,0.455616051
General Offense,Chance Contributions/60,Arber Xhekaj,MTL,252,0.213509053
General Offense,Total Shot Contributions/60,Arber Xhekaj,MTL,252,-0.038363064
General Offense,Primary Contributions/60,Arber Xhekaj,MTL,252,0.141703877
General Offense,Shot Assists/60,Arber Xhekaj,MTL,252,-0.230490411
General Offense,Shots/60,Arber Xhekaj,MTL,252,0.432714298
General Offense,Rebounds Created/60,Alexandre Carrier,MTL,230.4666667,0.591106165
General Offense,Chance Assists/60,Alexandre Carrier,MTL,230.4666667,0.482500704
General Offense,Chances/60,Alexandre Carrier,MTL,230.4666667,-0.250867744
General Offense,Chance Contributions/60,Alexandre Carrier,MTL,230.4666667,0.113999284
General Offense,Total Shot Contributions/60,Alexandre Carrier,MTL,230.4666667,-0.511242269
General Offense,Primary Contributions/60,Alexandre Carrier,MTL,230.4666667,-0.327993274
General Offense,Shot Assists/60,Alexandre Carrier,MTL,230.4666667,0.020162655
General Offense,Shots/60,Alexandre Carrier,MTL,230.4666667,-0.523650255
General Offense,Rebounds Created/60,Alex Newhook,MTL,250.3333333,-0.342417259
General Offense,Chance Assists/60,Alex Newhook,MTL,250.3333333,-0.309095236
General Offense,Chances/60,Alex Newhook,MTL,250.3333333,0.116546136
General Offense,Chance Contributions/60,Alex Newhook,MTL,250.3333333,-0.101123907
General Offense,Total Shot Contributions/60,Alex Newhook,MTL,250.3333333,0.064022583
General Offense,Primary Contributions/60,Alex Newhook,MTL,250.3333333,-0.103376754
General Offense,Shot Assists/60,Alex Newhook,MTL,250.3333333,0.043970863
General Offense,Shots/60,Alex Newhook,MTL,250.3333333,-0.200064914
General Offense,Rebounds Created/60,Zach Bogosian,MIN,168.3333333,1.154008984
General Offense,Chance Assists/60,Zach Bogosian,MIN,168.3333333,1.260740709
General Offense,Chances/60,Zach Bogosian,MIN,168.3333333,-0.571861642
General Offense,Chance Contributions/60,Zach Bogosian,MIN,168.3333333,0.351080097
General Offense,Total Shot Contributions/60,Zach Bogosian,MIN,168.3333333,-0.357170634
General Offense,Primary Contributions/60,Zach Bogosian,MIN,168.3333333,-0.19737283
General Offense,Shot Assists/60,Zach Bogosian,MIN,168.3333333,0.518518355
General Offense,Shots/60,Zach Bogosian,MIN,168.3333333,-0.786563786
General Offense,Rebounds Created/60,Yakov Trenin,MIN,181.2333333,1.714343858
General Offense,Chance Assists/60,Yakov Trenin,MIN,181.2333333,-0.592959398
General Offense,Chances/60,Yakov Trenin,MIN,181.2333333,0.574663944
General Offense,Chance Contributions/60,Yakov Trenin,MIN,181.2333333,0.029355614
General Offense,Total Shot Contributions/60,Yakov Trenin,MIN,181.2333333,-0.455899529
General Offense,Primary Contributions/60,Yakov Trenin,MIN,181.2333333,-0.271526358
General Offense,Shot Assists/60,Yakov Trenin,MIN,181.2333333,-1.150007436
General Offense,Shots/60,Yakov Trenin,MIN,181.2333333,0.652715701
General Offense,Rebounds Created/60,Ryan Hartman,MIN,176.3833333,-0.1518555
General Offense,Chance Assists/60,Ryan Hartman,MIN,176.3833333,2.032876569
General Offense,Chances/60,Ryan Hartman,MIN,176.3833333,0.664456638
General Offense,Chance Contributions/60,Ryan Hartman,MIN,176.3833333,1.575410236
General Offense,Total Shot Contributions/60,Ryan Hartman,MIN,176.3833333,1.425944683
General Offense,Primary Contributions/60,Ryan Hartman,MIN,176.3833333,1.384061104
General Offense,Shot Assists/60,Ryan Hartman,MIN,176.3833333,0.90172805
General Offense,Shots/60,Ryan Hartman,MIN,176.3833333,1.29095581
General Offense,Rebounds Created/60,Matt Boldy,MIN,247.65,0.121954626
General Offense,Chance Assists/60,Matt Boldy,MIN,247.65,-0.123561503
General Offense,Chances/60,Matt Boldy,MIN,247.65,1.64057301
General Offense,Chance Contributions/60,Matt Boldy,MIN,247.65,0.973615103
General Offense,Total Shot Contributions/60,Matt Boldy,MIN,247.65,1.234400066
General Offense,Primary Contributions/60,Matt Boldy,MIN,247.65,0.986201599
