frame,timestamp,player_detected,player_bbox,player_center_x,player_center_y,stride_length,stride_frequency,player_speed
228,3.864406779661017,True,"[723, 329, 50, 76]",748.0,367.0,,,
229,3.8813559322033897,False,,,,,,
230,3.8983050847457625,False,,,,,,
231,3.9152542372881354,True,"[723, 329, 50, 76]",748.0,367.0,,,
232,3.9322033898305087,False,,,,,,
233,3.9491525423728815,False,,,,,,
234,3.9661016949152543,True,"[723, 329, 50, 76]",748.0,367.0,,,
235,3.983050847457627,False,,,,,,
236,4.0,False,,,,,,
237,4.016949152542373,True,"[723, 329, 50, 76]",748.0,367.0,,,
238,4.033898305084746,False,,,,,,
239,4.0508474576271185,False,,,,,,
240,4.067796610169491,True,"[723, 329, 50, 76]",748.0,367.0,,,
241,4.084745762711864,False,,,,,,
242,4.101694915254237,False,,,,,,
243,4.11864406779661,True,"[723, 329, 50, 76]",748.0,367.0,,,
244,4.135593220338983,False,,,,,,
245,4.1525423728813555,False,,,,,,
246,4.169491525423729,True,"[723, 329, 50, 76]",748.0,367.0,,,
247,4.186440677966102,False,,,,,,
248,4.203389830508475,False,,,,,,
249,4.220338983050848,True,"[723, 329, 50, 76]",748.0,367.0,,,
250,4.237288135593221,False,,,,,,
251,4.254237288135593,False,,,,,,
252,4.271186440677966,True,"[723, 329, 50, 76]",748.0,367.0,,,
253,4.288135593220339,False,,,,,,
254,4.305084745762712,False,,,,,,
255,4.322033898305085,True,"[723, 329, 50, 76]",748.0,367.0,,,
256,4.338983050847458,False,,,,,,
257,4.3559322033898304,False,,,,,,
258,4.372881355932203,True,"[723, 329, 50, 76]",748.0,367.0,,,
259,4.389830508474576,False,,,,,,
260,4.406779661016949,False,,,,,,
261,4.423728813559322,True,"[723, 329, 50, 76]",748.0,367.0,,,
262,4.440677966101695,False,,,,,,
263,4.4576271186440675,False,,,,,,
264,4.47457627118644,True,"[723, 329, 50, 76]",748.0,367.0,,,
265,4.491525423728813,False,,,,,,
266,4.508474576271187,False,,,,,,
267,4.52542372881356,True,"[723, 329, 50, 76]",748.0,367.0,,,
268,4.5423728813559325,False,,,,,,
269,4.559322033898305,False,,,,,,
270,4.576271186440678,True,"[723, 329, 50, 76]",748.0,367.0,,,
271,4.593220338983051,False,,,,,,
272,4.610169491525424,False,,,,,,
273,4.627118644067797,True,"[723, 329, 50, 76]",748.0,367.0,,,
274,4.6440677966101696,False,,,,,,
275,4.661016949152542,False,,,,,,
276,4.677966101694915,True,"[723, 329, 50, 76]",748.0,367.0,,,
277,4.694915254237288,False,,,,,,
278,4.711864406779661,False,,,,,,
279,4.728813559322034,True,"[723, 329, 50, 76]",748.0,367.0,,,
280,4.745762711864407,False,,,,,,
281,4.762711864406779,False,,,,,,
282,4.779661016949152,True,"[723, 329, 50, 76]",748.0,367.0,,,
283,4.796610169491525,False,,,,,,
284,4.813559322033898,False,,,,,,
285,4.830508474576271,True,"[723, 329, 50, 76]",748.0,367.0,,,
286,4.8474576271186445,False,,,,,,
287,4.864406779661017,False,,,,,,
288,4.88135593220339,True,"[723, 329, 50, 76]",748.0,367.0,,,
289,4.898305084745763,False,,,,,,
290,4.915254237288136,False,,,,,,
291,4.932203389830509,True,"[723, 329, 50, 76]",748.0,367.0,,,
292,4.9491525423728815,False,,,,,,
293,4.966101694915254,False,,,,,,
294,4.983050847457627,True,"[723, 329, 50, 76]",748.0,367.0,,,
295,5.0,False,,,,,,
296,5.016949152542373,False,,,,,,
297,5.033898305084746,True,"[723, 329, 50, 76]",748.0,367.0,,,
298,5.0508474576271185,False,,,,,,
299,5.067796610169491,False,,,,,,
300,5.084745762711864,True,"[723, 329, 50, 76]",748.0,367.0,,,
301,5.101694915254237,False,,,,,,
302,5.11864406779661,False,,,,,,
303,5.135593220338983,True,"[723, 329, 50, 76]",748.0,367.0,,,
304,5.1525423728813555,False,,,,,,
